REPORT_DATE,SECUCODE,INDUSTRY_NAME,SECURITY_NAME_ABBR,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,ACCOUNTS_RECE,INVENTORY,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ADVANCE_RECEIVABLES,TOTAL_EQUITY,DEBT_ASSET_RATIO,PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,OPERATE_EXPENSE,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,TOTAL_OPERATE_COST,OPERATE_PROFIT,TOTAL_PROFIT,CCE_ADD,NETCASH_OPERATE,SALES_SERVICES,PAY_STAFF_CASH,NETCASH_INVEST,RECEIVE_INVEST_INCOME,CONSTRUCT_LONG_ASSET,NETCASH_FINANCE
16012,600300.SH,食品饮料,维维股份,51.59,199040.90,68030.10,6745.52,61257.81,20.72,29481.54,408.66,30.87,40.16,22330.47,21973.49,456817.46,366223.16,24118.29,22959.38,5430.96,422946.16,31893.76,31451.40,-108558.88,56526.75,500173.81,31374.69,-37401.08,83.31,65611.77,-127683.20
16037,600301.SH,贸易行业,*ST南化,4.49,1377.87,13980.34,2259.11,0.00,1.29,2212.12,0.00,3.20,28.65,5425.40,1134.39,38690.52,30890.39,109.80,2958.67,-135.05,34145.65,6091.54,6038.80,-27504.16,-10391.96,33288.80,12251.88,-74.40,0.00,785.57,-17037.81
16061,600302.SH,专用设备,标准股份,21.41,13433.94,45749.36,62845.46,38854.15,9.51,17071.60,47.64,11.90,44.42,-9467.91,-7894.05,168366.08,147478.55,3588.67,11264.53,3430.88,169732.13,-9456.67,-9370.51,11827.22,9422.28,218475.10,16738.33,-4421.01,976.31,258.89,6909.36
16070,600303.SH,汽车整车,ST曙光,42.72,163937.66,38646.96,34851.22,46205.35,17.01,71344.37,0.00,25.71,39.82,-45872.11,-50955.83,247988.44,246743.84,7317.21,18733.59,12.13,284311.78,-44609.12,-42498.70,-51158.87,-45026.41,234564.14,32952.30,1554.62,0.00,16180.41,-7680.38
16012,600305.SH,食品饮料,恒顺醋业,32.12,94147.84,31116.44,7859.59,37901.07,9.63,24335.69,55.99,22.49,29.98,11891.74,10823.33,189334.78,118190.26,34364.22,12518.83,566.78,175921.51,14622.39,14315.88,10972.12,32269.61,226855.36,31167.31,10685.33,3705.10,14203.94,-31980.26
16036,600306.SH,商业百货,ST商城,14.65,11517.39,12357.83,220.08,1862.08,14.18,16656.91,977.83,0.47,96.79,-10566.26,-10812.97,15232.07,6910.23,510.85,3840.13,11112.53,25309.47,-10270.38,-10356.53,10234.56,2902.38,50917.67,3552.05,-146.24,0.00,151.54,7478.42
16033,600307.SH,钢铁行业,酒钢宏兴,419.21,2272407.74,476508.00,24232.46,814286.00,281.36,571634.71,292.66,137.85,67.12,148764.04,154668.47,4866843.85,4228904.02,160520.02,94013.72,58571.33,4647928.62,192649.40,170807.90,1526.53,382871.65,3688496.92,313248.15,-54148.27,1049.27,70544.38,-325069.27
16025,600308.SH,造纸印刷,华泰股份,161.84,661186.80,294482.50,73057.96,172504.51,67.53,200207.52,0.00,94.32,41.72,80802.62,77113.84,1490326.65,1293227.05,3712.53,43645.07,6487.71,1392688.50,101446.84,99421.47,41805.76,174151.91,1616043.16,53323.41,-24633.26,1134.07,65662.43,-107721.21
16041,600309.SH,化学制品,万华化学,1903.10,6523290.62,3421629.83,864617.77,1828204.38,1186.14,1140266.58,0.00,716.96,62.33,2464874.81,2435614.41,14600000.00,10700000.00,105181.60,189164.24,147864.06,11600000.00,2942547.98,2915146.98,1671053.27,2792229.22,17140100.00,576412.59,-2875804.82,15166.33,2699958.29,1758660.85
16007,600310.SH,电力行业,桂东电力,217.89,994621.43,270976.19,65616.16,152138.80,173.53,67885.58,859.71,44.37,79.64,7873.77,-11942.87,1707998.85,1572280.58,24609.05,28317.96,54879.05,1688065.94,9421.03,13508.79,100743.85,104701.03,1631249.81,41560.34,-132771.31,4188.17,92083.95,128816.56
16052,600311.SH,贵金属,*ST荣华,8.39,42477.13,679.78,835.82,14354.54,9.19,15821.27,0.00,-0.80,109.59,-28853.59,-23087.13,104292.82,116258.71,62.30,1092.14,1222.74,120647.50,-22973.35,-28848.13,-3238.30,-750.00,51840.42,6710.86,-2288.30,0.00,2288.30,-200.00
16020,600312.SH,电网设备,平高电气,191.75,243214.89,277428.25,626845.63,175109.57,96.83,552731.79,0.00,94.93,50.50,7077.42,3509.66,927331.00,800125.21,30043.39,27212.74,3867.94,900107.41,11612.42,13303.73,54057.25,119778.39,926473.80,71596.48,-361.85,1063.80,9938.44,-65241.53
16009,600313.SH,农牧饲渔,农发种业,33.64,59061.42,62923.62,24579.67,51759.79,11.23,9409.54,1250.60,22.41,33.37,3631.10,1192.45,376439.28,340466.73,6572.78,15938.41,1678.49,368989.13,9396.09,9378.22,-16863.66,2373.26,355514.29,11952.96,-8258.38,398.24,7508.20,-11024.42
16076,600315.SH,美容护理,上海家化,121.46,93909.36,159725.41,110895.11,87205.23,51.82,71825.60,0.00,69.63,42.67,64925.19,67592.73,764612.30,315558.41,294653.84,79086.33,1251.49,712773.21,75229.42,76434.16,31054.20,99309.98,845209.70,108391.10,-38365.26,12333.73,14062.37,-22837.06
16034,600316.SH,航天航空,洪都航空,179.01,129467.09,89884.61,286988.90,300326.15,126.60,461411.40,0.00,52.41,70.72,15140.82,4258.74,721428.13,701760.71,1565.01,6254.59,-839.74,717230.04,17790.41,17272.18,-28712.28,22064.99,1243374.10,42719.57,4399.36,102.67,4898.94,-55082.28
16058,600318.SH,多元金融,新力金融,43.31,2515.01,20798.98,1513.12,36.21,22.06,391.92,0.00,21.25,50.92,-30012.26,-30305.92,39540.23,7413.52,92.72,11215.69,7179.46,28408.10,-19557.05,-19329.89,-16149.29,29882.06,12948.03,6017.87,-3587.56,890.58,35.07,-42443.79
16066,600319.SH,化学原料,亚星化学,17.82,108114.71,8698.02,1145.84,6548.21,15.50,36415.19,0.00,2.32,86.99,19302.59,-7234.23,19270.17,19233.72,657.71,4447.83,1668.05,27052.90,-6085.66,19304.90,7575.81,-8353.91,17020.31,5291.26,-2857.57,110.38,22263.11,18787.13
16061,600320.SH,专用设备,振华重工,783.32,2001854.47,457183.76,644885.08,2207377.47,606.82,696647.26,0.00,176.50,77.47,43983.92,-44018.67,2597797.70,2349827.10,11534.74,86919.55,66382.75,2613797.52,58808.50,60534.11,155209.55,211963.95,2808013.65,235310.77,249102.66,101274.03,126540.46,-297916.84
16030,600321.SH,装修建材,正源股份,50.92,108585.16,31987.11,36169.24,267839.74,31.60,47833.86,832.59,19.32,62.07,4360.98,3794.73,126311.57,107697.28,2834.23,8830.73,467.71,121506.29,5744.58,5796.19,25659.80,22732.95,128338.03,5878.71,-2292.21,260.23,422.07,5219.07
16017,600322.SH,房地产开发,天房发展,189.17,7025.12,64197.04,10.31,1546535.95,178.64,145480.22,2621.80,10.53,94.43,-184360.02,-180684.68,466523.66,376800.08,23414.54,14258.91,17834.36,433749.12,-151338.82,-155054.42,-18189.36,223651.68,363471.47,14180.88,-21.77,0.00,21.79,-241819.27
16048,600323.SH,环保行业,瀚蓝环境,292.78,534510.13,130697.01,173066.63,27046.73,187.43,314456.96,0.00,105.36,64.02,116338.15,112410.29,1177651.48,907279.53,10697.50,58155.58,46561.22,1043490.77,141074.49,143627.13,29265.42,87828.73,886882.28,127751.16,-200793.61,2236.69,200333.11,142230.30
16017,600325.SH,房地产开发,华发股份,3550.57,279533.00,4999394.62,32841.57,21737800.00,2591.66,3128282.52,47338.89,958.91,72.99,319474.91,294011.82,5124067.92,3802048.70,158207.99,152736.31,23496.54,4480528.19,696200.09,682909.02,710617.19,3606071.31,7073210.10,327983.10,-4398555.47,35462.55,2992029.73,1502650.65
16004,600326.SH,水泥建材,西藏天路,141.52,361362.71,392835.26,195280.77,41536.28,75.65,189420.41,0.00,65.87,53.46,4002.16,3100.62,577690.07,484332.04,5421.91,42941.77,14367.87,563779.00,10319.97,11479.65,142995.90,-1647.21,585704.75,59476.71,54230.18,5146.61,32878.38,90412.92
16063,600327.SH,汽车服务,大东方,82.54,39316.77,166544.33,8992.59,222912.95,43.36,43900.54,426.04,39.18,52.53,64058.91,15057.75,690481.31,588097.95,32743.27,41920.20,3489.47,671238.89,89429.74,89288.85,68892.99,64429.61,895100.83,46466.49,57277.09,3048.87,15592.78,-52809.29
16066,600328.SH,化学原料,中盐化工,169.05,1055740.67,89870.80,19964.61,148637.67,86.03,274035.97,0.00,83.02,50.89,147690.69,145931.98,1341344.04,993618.29,20520.97,48666.75,15338.54,1123654.98,217475.67,213029.52,6701.39,321661.40,905644.29,105140.05,-265367.39,1440.00,2368.65,-49349.02
16081,600329.SH,中药,中新药业,90.67,115164.79,228318.15,153699.30,152508.89,25.53,59861.22,0.00,65.14,28.16,76914.44,74005.65,690754.43,415042.43,155644.75,37322.11,-4563.22,625963.61,86667.65,87280.57,29584.73,85240.12,750513.99,91294.76,-31185.20,15130.33,15694.85,-24470.19
16067,600330.SH,非金属材料,天通股份,82.54,193799.74,57339.58,161437.57,115985.69,31.34,118560.91,0.00,51.20,37.97,41501.08,29177.37,408490.69,302478.15,7523.33,27603.38,5489.50,371448.59,45531.69,44575.89,14880.24,56373.63,291450.21,51517.22,-24096.95,85.27,50388.60,-17129.76
16032,600331.SH,有色金属,宏达股份,22.61,96623.20,23231.43,2970.54,40696.66,19.12,14658.25,0.00,3.49,84.56,30577.31,8296.16,290703.48,256863.12,2253.18,14191.98,7277.28,281963.00,30641.21,30584.27,1836.32,13243.52,227236.76,26631.51,-779.31,0.00,9509.57,-10622.06
16081,600332.SH,中药,白云山,661.18,334759.20,2237692.79,1281653.71,1043773.38,347.91,1128715.29,0.00,313.27,52.62,371987.77,330641.57,6901405.23,5578076.73,595478.92,203228.15,-13301.01,6480738.07,478604.20,472307.09,324823.13,567349.68,6786002.15,530493.29,-93156.88,24255.03,125491.73,-149397.95
16069,600333.SH,燃气,长春燃气,57.80,380053.22,18036.40,12550.28,42691.27,36.23,38378.81,0.00,21.56,62.69,2449.26,-1930.03,179673.99,138450.19,17491.63,13459.27,9575.79,181056.88,4831.68,4898.83,152.81,24146.74,199284.05,28686.01,-14289.48,0.00,17864.38,-9704.45
16063,600335.SH,汽车服务,国机汽车,300.93,227878.18,522379.80,558957.86,354117.03,195.54,377665.97,856.19,105.39,64.98,25611.87,10905.39,4394525.23,4068233.41,61904.06,97723.10,11170.49,4314382.41,43240.35,42835.22,45473.25,313651.11,4960644.82,203609.46,-645.38,22695.29,63958.31,-266081.74
16019,600336.SH,家电行业,澳柯玛,75.82,66989.33,120941.76,108110.83,134387.26,49.45,135082.00,0.00,26.37,65.22,18031.10,16315.03,862573.50,719140.54,70508.17,18101.64,-1944.95,841828.45,25706.97,25937.78,20946.50,12153.43,872206.55,88066.75,18512.27,72.58,30531.66,-9608.05
16030,600337.SH,装修建材,美克家居,99.61,170358.54,112423.59,30241.29,227773.13,55.48,45808.52,0.00,44.13,55.70,22895.65,19350.31,527543.09,275432.04,151022.35,47644.24,16348.34,504040.05,24143.88,25621.22,13914.10,79472.63,573171.60,127621.92,-43211.39,58.46,41004.43,-21858.15
16032,600338.SH,有色金属,西藏珠峰,39.75,195433.45,10442.85,5497.69,12781.96,12.33,24584.78,2.92,27.42,31.03,72044.55,77013.28,204862.91,63137.25,12307.40,13321.42,5136.40,111415.51,91151.45,87320.40,-11559.79,82918.34,209463.83,9824.12,-58203.57,482.38,55608.48,-36201.36
16064,600339.SH,采掘行业,中油工程,1045.39,516895.31,2101605.78,919706.44,916818.31,796.54,3355135.89,0.00,248.86,76.19,45937.94,41662.74,7983184.91,7420699.40,9569.93,307663.29,10963.52,7870573.41,90604.81,90260.06,35385.74,386427.41,9408785.00,1333722.47,-87490.64,9011.14,51637.60,-248428.10
16017,600340.SH,房地产开发,华夏幸福,4409.64,982307.11,1443747.49,5649255.16,14528000.00,4171.38,5329896.98,22277.20,238.27,94.60,-3902966.99,-3294909.95,4318081.29,3940805.71,117989.81,488372.65,1787204.28,6598828.67,-4198564.50,-4552050.72,-1267486.71,-264610.32,3790564.89,479807.65,92395.00,4726.89,116410.52,-1090220.23
16061,600343.SH,专用设备,航天动力,36.69,90837.45,71711.49,67584.29,81279.52,15.04,59122.00,0.00,21.64,41.01,-25794.23,-27653.97,122599.86,119292.46,5885.16,9934.16,928.36,143510.40,-29419.93,-29425.63,1301.51,19228.67,114578.41,23719.45,-10596.83,330.05,3385.10,-7330.34
16015,600345.SH,通信设备,长江通信,23.28,3441.35,21914.83,12515.99,1565.23,2.08,11273.39,0.45,21.20,8.93,9145.24,9229.41,10988.05,9587.50,1326.52,2993.78,-245.54,15267.71,9411.36,9145.24,-2088.44,-2448.87,10322.37,3788.08,4335.93,3001.41,720.81,-3975.50
16026,600346.SH,化纤行业,恒力石化,2102.96,12273100.00,1598605.29,264384.34,3355300.28,1529.96,1068921.47,0.00,573.01,72.75,1553107.67,1452069.80,19800000.00,16800000.00,29136.58,198539.57,491620.56,17900000.00,1979068.17,1982805.70,-190456.75,1867017.37,21235200.00,353262.88,-1309772.25,0.00,1339139.52,-738758.74
16011,600348.SH,煤炭行业,华阳股份,662.26,2383375.12,1606803.02,234582.77,64309.94,418.08,1015092.64,0.00,244.17,63.13,353372.91,458367.09,3800666.61,2428151.89,10767.98,132350.89,74005.81,2906434.15,753101.89,615293.62,694333.28,846387.58,3149064.51,569434.09,-227190.41,0.00,167105.36,75221.83
16002,600350.SH,铁路公路,山东高速,1259.06,986416.61,473351.04,149486.79,145585.23,791.02,999752.36,6548.88,468.04,62.83,305228.78,268872.74,1620357.84,918381.62,1882.10,73580.54,194605.57,1212868.21,515168.79,518547.70,216164.65,979448.71,1846388.03,205258.95,-680183.50,64384.34,842346.38,-83065.06
16081,600351.SH,中药,亚宝药业,40.77,141493.74,47704.86,42405.29,52100.85,11.13,14089.52,43.35,29.64,27.30,18708.94,14030.46,276396.25,107711.93,104331.10,26052.35,1476.33,258622.57,20321.74,20159.29,12545.89,43750.35,261398.73,48584.49,-12537.03,552.59,9505.26,-18662.31
16041,600352.SH,化学制品,浙江龙盛,657.27,605768.66,687842.28,241688.96,2823941.83,327.69,193188.65,11193.45,329.58,49.86,337396.57,236602.72,1665981.96,1103060.25,61317.48,93071.01,24241.58,1360685.79,427830.44,429907.77,36824.69,468106.19,1857560.41,193302.47,-277738.22,121451.80,62497.43,-123303.33
16022,600353.SH,电子元件,旭光电子,18.48,29838.32,19798.27,47562.59,22028.51,4.86,24806.46,346.91,13.62,26.28,5795.10,5286.85,100675.83,78242.43,2669.75,7381.12,688.45,93553.84,8601.51,8594.10,-3510.53,2460.79,44474.10,13829.67,-5798.58,40.00,5984.50,259.26
16009,600354.SH,农牧饲渔,敦煌种业,15.88,38460.97,51498.37,10211.36,30206.35,9.25,8916.64,885.74,6.62,58.28,905.11,-2371.88,92213.13,72447.27,5445.44,10319.00,2288.96,92677.47,2668.72,3609.34,-1280.56,11166.72,93176.88,11597.45,616.84,15.73,1521.32,-13064.11
16015,600355.SH,通信设备,精伦电子,4.16,10784.47,6244.15,1841.64,9489.34,1.67,3353.36,0.00,2.49,40.15,-933.96,-1481.73,26392.40,19768.17,1450.54,2602.86,195.25,27833.62,-922.85,-921.48,-2182.29,-621.29,33060.68,5732.00,-322.11,0.00,322.11,-1238.61
16025,600356.SH,造纸印刷,恒丰纸业,29.42,114724.03,18574.58,36866.01,49869.20,5.68,7230.83,0.00,23.74,19.31,10137.40,8448.36,202156.58,160716.95,3432.07,11605.70,2056.87,187832.42,12530.95,12090.42,-4856.28,15322.68,202745.48,20463.18,-753.63,173.57,10474.44,-19200.50
16039,600358.SH,文化传媒,国旅联合,5.65,1163.67,8575.91,22319.10,217.28,3.68,2885.23,0.00,1.96,65.23,2526.60,-3289.05,82395.68,75322.22,744.65,5532.24,1369.68,83257.86,-489.78,2383.44,4015.69,-5796.60,83430.69,4151.49,-1072.97,52.22,781.26,10885.31
16009,600359.SH,农牧饲渔,新农开发,18.43,49234.87,16129.72,1295.55,44796.83,13.15,13143.55,8.24,5.28,71.37,4091.15,2652.58,68536.11,51140.75,1605.33,5870.66,2961.39,63292.53,3970.65,4650.64,5052.87,8683.60,68747.90,8980.23,-11982.61,0.00,20075.71,8351.88
16077,600360.SH,半导体,华微电子,67.87,125754.60,148688.43,39980.24,18007.34,35.66,42387.41,0.00,32.21,52.55,11570.73,11245.68,221005.52,173889.76,4182.52,11989.54,9087.79,210465.82,11828.62,11790.50,32279.58,32459.74,180306.84,21025.92,-39154.00,372.49,99685.45,39018.15
16036,600361.SH,商业百货,华联综超,115.55,68412.63,229514.05,4729.08,107373.45,95.78,242346.98,188.19,19.77,82.89,-28177.65,-25915.82,835335.08,595044.46,197055.12,29646.76,35144.39,858985.65,-18856.09,-25934.67,-74279.32,46313.85,1135707.75,92880.64,-20151.49,85.46,17183.62,-100273.88
16032,600362.SH,有色金属,江西铜业,1610.35,2244656.53,3483097.93,552022.10,3697679.77,832.25,782977.17,0.00,778.10,51.68,563556.75,709445.12,44300000.00,42500000.00,36746.44,279578.92,124502.38,43200000.00,742981.15,730137.69,684351.40,903163.43,48657500.00,491893.41,-322884.26,39746.88,287146.92,115394.48
16079,600363.SH,光学光电子,联创光电,65.02,55605.83,115814.67,83211.29,84452.86,26.86,82690.35,0.00,38.16,41.31,23171.79,17342.25,358586.37,308455.34,7817.79,27645.94,4057.30,366169.24,28524.06,28647.56,-7492.66,19557.92,337846.23,62845.25,3951.34,12224.97,24798.32,-30773.63
16031,600365.SH,酿酒行业,ST通葡,8.58,19952.69,1173.91,12767.97,26200.81,4.93,2660.67,0.00,3.65,57.45,376.45,370.03,67835.07,53260.13,6425.47,4830.35,597.21,66354.99,2042.75,1984.90,-2173.66,-25044.81,43152.70,3731.90,-1584.43,0.00,2365.75,24455.57
16068,600366.SH,小金属,宁波韵升,72.84,127066.30,36649.82,100421.56,224876.16,24.18,43888.02,276.31,48.65,33.20,51824.54,35566.79,375395.68,278214.63,5973.10,17854.18,3923.86,332425.83,62815.57,57053.86,7675.60,-99605.34,322307.87,38464.50,69989.24,6864.37,20946.02,36656.33
16066,600367.SH,化学原料,红星发展,23.42,68537.40,42720.14,27070.02,43695.41,6.12,28896.57,0.00,17.31,26.11,26307.15,25993.03,219546.61,166141.28,2133.36,11906.06,476.60,183350.44,36971.07,36290.92,10647.78,25776.20,145682.73,26828.80,-7193.17,0.00,6280.48,-7848.24
16002,600368.SH,铁路公路,五洲交通,96.21,504978.83,54893.31,9525.71,27872.31,43.55,5606.11,2062.47,52.66,45.26,70173.86,59495.63,183066.04,86507.58,9423.57,8790.21,8699.12,115051.19,80399.12,80776.30,5150.84,159900.10,201520.46,15657.12,15299.21,5817.59,921.64,-170048.46
16027,600369.SH,证券,西南证券,822.58,129160.00,1537362.61,28929.98,0.00,569.76,9976.31,0.00,252.83,69.26,103815.29,100322.63,309608.04,0.00,0.00,183545.11,0.00,205755.05,103852.99,103856.87,-101840.14,-15719.20,0.00,134909.88,316904.12,84686.25,19652.70,-402273.07
16041,600370.SH,化学制品,三房巷,115.82,344684.72,160649.86,193915.03,215017.32,50.69,249233.06,0.00,65.12,43.77,62972.47,63795.68,1947917.27,1853961.79,1377.33,10458.97,-213.62,1870646.04,79407.30,79060.40,-292866.36,-7269.42,1713562.31,24060.88,-60999.98,2000.00,66148.04,-223214.63
16009,600371.SH,农牧饲渔,万向德农,7.64,8592.77,41277.25,0.00,12779.57,1.81,347.92,15245.91,5.83,23.64,3794.77,3177.04,22169.71,11177.33,4421.11,1617.24,-446.71,18280.37,3715.11,4255.82,5280.80,9158.32,22950.66,2938.83,-251.75,0.00,258.08,-3625.78
16034,600372.SH,航天航空,中航电子,262.63,413617.36,394025.25,648829.27,611198.95,146.11,481275.20,596.61,116.52,55.63,79869.71,68734.26,983929.89,697700.98,10315.91,92430.26,9994.38,896657.71,88170.26,88108.89,-653.53,154983.34,1092359.67,265651.13,-83977.58,853.23,82038.63,-71653.48
16039,600373.SH,文化传媒,中文传媒,265.67,127003.11,1321205.59,75740.33,122471.43,98.70,193229.69,0.00,166.98,37.15,204342.35,127836.55,1071455.75,650444.35,114615.79,150835.02,-25234.15,919099.18,238553.33,230631.12,208722.56,180402.74,1069147.17,176674.71,113801.45,67711.81,13744.41,-84850.44
16059,600375.SH,工程机械,汉马科技,115.40,267228.75,185056.52,224618.84,136485.55,98.31,249140.82,0.00,17.09,85.19,-133618.76,-140723.56,531994.53,511344.14,18525.56,21963.99,7975.05,585694.72,-133845.40,-133980.44,6600.58,36318.43,421305.79,36806.25,-14550.75,300.88,22188.68,-15142.81
16017,600376.SH,房地产开发,首开股份,3143.18,176708.44,3140033.86,44891.13,17052100.00,2472.91,1109167.69,6820.05,670.27,78.68,69230.51,59415.88,6780225.98,5436815.06,174100.15,115256.26,278815.23,6306940.07,407529.16,409082.71,-440514.71,740340.82,6383708.32,116819.89,-407626.99,18993.63,77307.64,-773065.63
16002,600377.SH,铁路公路,宁沪高速,676.62,267617.08,49612.73,44207.49,388920.14,323.02,232889.80,1578.25,353.60,47.74,417879.45,367882.32,1379258.72,878165.97,2611.12,22007.44,78716.93,1008107.58,543542.37,541952.21,13880.77,546726.55,1046880.27,118406.92,-638821.95,61215.83,331880.70,105976.17
16041,600378.SH,化学制品,昊华科技,116.58,305965.15,255542.16,122852.86,94575.49,44.17,89688.76,17.90,72.41,37.89,89145.96,88412.14,742435.41,540644.51,14723.11,60953.01,136.72,677606.75,93383.16,99808.90,51082.65,114640.37,649706.98,142702.63,-84346.64,619.84,84676.38,20884.16
16020,600379.SH,电网设备,宝光股份,11.17,20671.50,28234.12,19013.48,15938.11,4.80,18275.87,0.00,6.37,42.97,5078.41,4558.07,100993.56,83112.22,2583.89,6076.05,96.05,95967.82,5627.83,5645.72,11650.03,18729.23,62218.17,14910.04,-5662.33,0.00,5662.33,-1329.19
16024,600380.SH,化学制药,健康元,311.04,483900.52,1172923.04,285365.56,207894.44,109.24,87155.32,0.00,201.80,35.12,132849.94,122499.74,1590368.83,571629.39,502681.21,93925.34,-9289.48,1316941.26,298306.68,295232.93,-42526.32,256308.90,1630207.59,195072.61,-196415.77,11483.33,152141.93,-97490.44
16012,600381.SH,食品饮料,青海春天,18.48,29578.08,16494.09,10812.95,39450.14,0.28,373.67,15.78,18.20,1.50,-24861.09,-22895.30,12776.40,10255.22,5567.97,6440.75,-141.40,23408.61,-25251.47,-25245.57,-1593.29,-6393.38,14021.52,2156.21,4865.98,2000.46,12179.41,-48.49
16017,600382.SH,房地产开发,*ST广珠,53.89,11026.47,48584.99,3823.21,6977.74,12.06,12622.23,183.95,41.83,22.38,92668.81,16369.07,174336.54,27823.94,219.06,9453.92,6362.69,48978.81,146181.32,145107.18,39786.52,84236.68,197962.73,4254.84,89599.37,11732.19,2068.62,-37755.09
16017,600383.SH,房地产开发,金地集团,4628.10,156271.82,6480642.44,76109.08,18880100.00,3526.03,3950042.74,26562.56,1102.07,76.19,940952.09,861557.69,9923221.69,7798113.78,309279.01,534064.40,65019.14,9082403.86,1605518.54,1581916.55,1034660.33,939953.49,10166800.00,723288.45,-955482.42,94199.11,61632.14,1054506.91
16024,600385.SH,化学制药,*ST金泰,1.38,1543.69,9439.90,0.00,1049.25,1.20,29.89,0.00,0.18,87.04,-127.80,179.28,6094.45,2666.18,129.05,2088.37,-42.42,5086.59,624.69,244.67,3468.81,2593.34,5938.44,3079.31,953.64,1.53,44.47,15.87
16063,600386.SH,汽车服务,北巴传媒,43.85,147606.87,93752.55,23877.47,25260.89,23.87,10633.38,0.00,19.98,54.44,13274.22,13679.34,430869.93,343501.65,23028.14,24579.12,8082.02,403308.55,27193.63,26080.08,28.53,49226.56,474234.31,31220.67,-15560.87,150.59,15860.56,-33637.15
16023,600387.SH,石油行业,ST海越,42.43,46148.44,173578.40,11998.96,23099.67,8.40,5594.60,796.08,34.03,19.80,7651.21,6925.97,828194.83,805484.37,4429.72,8483.51,1504.07,821036.87,11461.18,11803.55,44586.82,51853.03,935219.18,7710.79,-13718.01,9702.23,385.88,6456.22
16048,600388.SH,环保行业,ST龙净,269.10,197433.94,237954.39,281454.45,849934.19,198.85,454285.54,8984.36,70.24,73.90,86034.86,69637.07,1129673.74,867794.77,26648.72,61284.70,19039.21,1032414.77,97975.01,97669.73,-59017.50,121376.49,801546.63,111921.35,-229254.61,5491.87,180103.50,48955.29
16050,600389.SH,农药兽药,江山股份,56.79,126892.64,124308.37,75790.02,103492.51,32.78,82136.76,276.36,24.02,57.71,81645.28,80008.40,648376.05,492443.15,4256.80,29833.60,2785.77,554548.88,101273.80,98481.08,33274.63,99379.50,549518.39,29240.53,-16353.75,2227.60,17186.71,-50757.53
16058,600390.SH,多元金融,五矿资本,1467.99,32080.45,1629692.53,1809.02,18544.21,896.88,7866.08,0.00,571.11,61.10,340208.91,234879.23,1303123.90,194507.97,2325.38,321722.06,36461.51,811791.89,549693.82,547732.50,260088.53,869349.19,204824.34,193783.83,-48111.67,13826.97,20778.93,-561074.44
16034,600391.SH,航天航空,航发科技,62.92,172341.87,25955.13,62539.14,269501.04,42.80,178612.72,7.70,20.13,68.02,2128.57,231.71,350452.11,308092.90,1756.64,20885.62,6726.45,345643.78,5164.61,5450.38,-23735.69,-55062.13,247001.68,67502.16,-25547.83,0.00,26468.33,57074.00
16068,600392.SH,小金属,盛和资源,151.48,33560.10,224598.99,152934.74,368723.65,51.52,57923.39,0.00,99.95,34.01,107604.84,102208.87,1061634.91,862769.92,2836.81,25333.89,10730.14,943105.87,131291.40,131808.92,120172.05,96404.10,1151992.22,22493.51,-43948.72,12723.30,23748.39,68682.75
16017,600393.SH,房地产开发,ST粤泰,140.35,13688.45,44190.59,13957.04,858295.91,98.56,139070.46,2243.31,41.79,70.23,-82462.42,-72644.58,88873.30,69478.82,5369.44,16110.39,26933.43,128152.63,-82013.25,-95431.73,-26177.04,15814.51,120134.62,9942.93,-10910.04,0.00,136.17,-31081.37
16011,600395.SH,煤炭行业,盘江股份,205.02,574825.85,178458.58,34060.03,28002.53,125.52,206248.88,0.00,79.50,61.23,117240.58,137213.63,972558.20,635576.83,1894.35,84288.68,19633.87,800797.06,154253.01,154125.12,37584.87,167897.21,754972.26,290418.29,-163273.15,4029.79,152255.71,32960.81
16007,600396.SH,电力行业,金山股份,209.46,1590283.39,108434.58,129190.83,86314.84,206.70,204300.07,0.00,2.76,98.68,-192000.14,-191587.60,657433.90,770589.39,0.00,21917.35,74412.23,875219.91,-216922.87,-219131.64,5562.27,13915.15,697150.82,70946.38,-44256.71,0.00,57167.96,35903.82
16011,600397.SH,煤炭行业,安源煤业,79.12,390631.08,121861.29,54572.67,8121.51,73.47,40488.52,0.00,5.64,92.87,5514.72,3155.88,938367.42,876201.31,4770.91,19500.40,24155.11,933267.29,9945.04,8431.39,11487.58,19786.52,735544.83,73920.92,-25933.18,360.00,26502.01,17635.35
16010,600398.SH,纺织服装,海澜之家,315.06,334874.49,1276783.27,102267.73,812031.95,164.17,676885.17,576.60,150.89,52.11,249125.09,238605.20,2018803.56,1198319.73,325230.17,99436.91,635.18,1649164.48,324962.28,325706.55,200379.74,436124.89,2279969.57,187411.27,-67611.60,3491.38,51067.22,-167701.49
16033,600399.SH,钢铁行业,抚顺特钢,102.24,326916.36,115304.89,34546.06,218738.97,43.65,75503.06,0.00,58.59,42.69,78339.22,68510.70,741442.91,592413.25,6330.06,19186.65,8777.35,664460.75,86193.54,78428.42,13768.80,34016.84,602195.96,90698.15,-5398.20,4356.27,25693.24,-14049.84
